"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
12037,10/12/2017,Mechanics Cooperative Bank,Electronic,,6,,Yes,,,,,
12038,10/12/2017,Catholic United Financial,Electronic,Yes,93,Yes,Yes,,,Yes,,
12039,10/12/2017,Bridgewater College,Electronic,Yes,1,Yes,,,,Yes,,
12040,10/12/2017,"H. Beck, Inc.",Paper,Yes,1,,Yes,,,,,
12043,10/12/2017,Hyatt Hotels Corporation,Electronic,Yes,501,,,,Yes,,,
12044,10/13/2017,The Vanguard Group Inc,Paper,Yes,1,Yes,Yes,,,Yes,,
12045,10/13/2017,"Brighthouse Life InsuranceCompany",Electronic,Yes,1,,Yes,,,Yes,,
12046,10/13/2017,Township of Toms River,Electronic,Yes,8,Yes,Yes,Yes,Yes,Yes,,
12047,10/13/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
12048,10/13/2017,"H. Beck, Inc.",Paper,Yes,1,,Yes,,,,,
12049,10/13/2017,Denver Art Museum,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
12050,10/13/2017,West Music,Electronic,,13,,,,Yes,,,
12054,10/13/2017,Smart Practice,Electronic,Yes,1,Yes,,,,Yes,,
12041,10/13/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
12042,10/13/2017,"Transamerica, incl. TransamericaLife Insurance Company andTransamerica RetirementSolutions, LLC",Electronic,Yes,621,Yes,Yes,,,,,
12055,10/16/2017,Citibank NA,Electronic,Yes,3,,,,Yes,Yes,,
12056,10/16/2017,Santander,Paper,Yes,1,Yes,Yes,,,Yes,,
12057,10/16/2017,Rockand Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12058,10/16/2017,Salem Five,Paper,,1,Yes,Yes,,,,,
12059,10/16/2017,"Pizza Hut, LLC",Electronic,Yes,138,,,,Yes,Yes,,
12060,10/16/2017,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
12061,10/16/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12062,10/16/2017,Elderplan Inc.,Electronic,Yes,9,Yes,,,,Yes,,
12068,10/16/2017,"The Cooperative Bank of CapeCod",Electronic,,2713,,,,Yes,,,
12051,10/16/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12052,10/16/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
12053,10/16/2017,"Sports Medicine & RehabilitationTherapy Inc",Electronic,Yes,7000,Yes,,,,,,
12066,10/17/2017,New Mexico Mutual,Electronic,Yes,2,Yes,Yes,,,Yes,,
12063,10/17/2017,Intuit,Electronic,Yes,43,Yes,Yes,Yes,,Yes,,
12064,10/17/2017,Southcoast Health,Electronic,Yes,1,Yes,,,,Yes,,
12065,10/18/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,159,,,,Yes,,,
12067,10/18/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
12069,10/18/2017,"American Express Travel RelatedServices Company Inc",Electronic,,48,,,,Yes,,,
12070,10/18/2017,Simmons College,Electronic,Yes,10,Yes,Yes,,,Yes,,
12072,10/19/2017,College of the Holy Cross,Paper,Yes,7,Yes,,Yes,,Yes,,
12073,10/20/2017,"Lighthouse ManagementServices LLC",Electronic,Yes,32,Yes,Yes,Yes,,Yes,,
12074,10/20/2017,BMT Designers and Planners Inc.,Electronic,Yes,2,Yes,,,,Yes,,
12075,10/23/2017,Universal Nutrition,Electronic,Yes,30,,,,Yes,,,
12076,10/24/2017,Colonial Co-operative Bank,Electronic,Yes,3,Yes,Yes,,,,,
12077,10/24/2017,Fidelity Investments,Electronic,Yes,3,,Yes,,,Yes,,
12078,10/24/2017,Citigroup,Electronic,Yes,3,Yes,,,Yes,Yes,,
12079,10/24/2017,Santander,Electronic,Yes,1,Yes,Yes,Yes,,,,
12080,10/24/2017,Discover,,,423,,,,Yes,,,
12081,10/24/2017,"Advisory Research, Inc.",Electronic,Yes,7,,Yes,,,Yes,,
12082,10/24/2017,Quest Diagnostics,Paper,Yes,6,Yes,,,,Yes,,
12083,10/24/2017,"United States CellularCorporation",,,2,Yes,,,,Yes,,
12085,10/25/2017,"The Catholic Community of St.Matthias",Electronic,,1,Yes,Yes,,,Yes,,
12086,10/25/2017,Citizens Financial Group,Paper,Yes,1,Yes,Yes,,,Yes,,
12087,10/25/2017,Nantucket Bank,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
12088,10/25/2017,Memory4Less,,Yes,7,,,,Yes,Yes,,
12089,10/26/2017,"American Express Travel RelatedServices Company",Electronic,,37,,,,Yes,,,
12090,10/26/2017,The Village Bank,Electronic,,1,,,,Yes,,,
12091,10/26/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
12092,10/26/2017,"Chiorini, Hunt & Jacobs",Electronic,,1,Yes,Yes,,,Yes,,
12084,10/26/2017,"Quad/Graphics, Inc.",Electronic,,5,Yes,,,,,,
12093,10/27/2017,St. Marys Credit Union,Electronic,,1,,Yes,,,,,
12094,10/27/2017,"Amercian Express Travel RelatedServices Company Inc.",Electronic,,2,,,,Yes,,,
12095,10/27/2017,"CCI Holdings, Inc. d/b/a CoinCafé",Electronic,,16,,,Yes,,,,
12096,10/27/2017,"UMass Memorial CommunityHealthlink",Paper,Yes,33,,,,,,,
12097,10/27/2017,Salem Five,Electronic,,5,,,,Yes,,,
12098,10/27/2017,Salem Five,Electronic,,1,,,,Yes,,,
12099,10/27/2017,Interstate Plastics Inc.,Electronic,Yes,55,,,,Yes,,,
12100,10/27/2017,Far Niente Winery,Electronic,Yes,1,Yes,,,,Yes,,
12101,10/27/2017,Pilgrim Bank,Electronic,,3,,,,Yes,,,
12102,10/27/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12104,10/27/2017,"Workfront, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
12105,10/30/2017,"Home Box Office, Inc.",Electronic,Yes,22,Yes,Yes,Yes,,Yes,,
12106,10/30/2017,Taiyo Pacific Partners LLP,Electronic,Yes,1,Yes,Yes,,,Yes,,
12107,10/30/2017,Shop-Rite Supermarkets Inc.,Electronic,,3,,,,,,,
12108,10/31/2017,Savers Bank,Electronic,,1,,,,,,,
12109,10/31/2017,Toyota Financial Services,Electronic,Yes,1,,,,,,,
12111,10/31/2017,Wintrust Mortgage,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
12113,10/31/2017,Human Good,Electronic,,1,,,,,Yes,,
12114,10/31/2017,"Southern National Bancorp ofVirginia Inc. d/b/a Sonabank",Electronic,Yes,13,Yes,Yes,Yes,Yes,Yes,,
12117,10/31/2017,eInvite.com,Electronic,,24,,,,Yes,Yes,,
12115,11/1/2017,"Bina Jangda, L. Ac",Electronic,Yes,1,,Yes,,,Yes,,
12116,11/1/2017,"Norman Noble, Inc.",Electronic,,1,Yes,,,,Yes,,
12110,11/1/2017,Alpha Industries Inc.,Electronic,,10,,,,Yes,Yes,,
12118,11/2/2017,DuPage Senior Citizens Council,Electronic,Yes,4,,,Yes,,Yes,,
12119,11/3/2017,The Village Bank,Electronic,,1,,Yes,,Yes,,,
12120,11/3/2017,North American Tile Company,Electronic,Yes,2,Yes,,,,,,
12122,11/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
12123,11/3/2017,Oxford Corporate,Electronic,,1,,,,Yes,,,
12124,11/3/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12126,11/6/2017,Rain Bird Corporation,Electronic,,39,,,,Yes,,,
12127,11/6/2017,Natick Green Condominium Trust,Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
12128,11/6/2017,Equity Resources Inc.,Electronic,Yes,45,,,,,,,
12129,11/6/2017,AXA US,Electronic,,1,Yes,,,,Yes,,
12121,11/6/2017,The Village Bank,Electronic,,2,,,,Yes,,,
12130,11/7/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12131,11/7/2017,The Village Bank,Electronic,,1,,,,Yes,,,
12133,11/7/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,Yes,,
12134,11/7/2017,St. Mary's Credit Union,Electronic,,5,,Yes,,Yes,Yes,,
12135,11/7/2017,"Little River Healthcare-CentralTexas LLC d/b/a Little RiverWaco Ear, Nose and Throat",Electronic,,6,Yes,,,,Yes,,
12136,11/8/2017,"Hallmark Health Systems, Inc.",Paper,Yes,1,Yes,,,,Yes,,
12137,11/8/2017,Winchester Savings Bank,Electronic,,6,,,,Yes,,,
12138,11/8/2017,Missions Door,Electronic,,22,Yes,,,,Yes,,
12139,11/8/2017,InTouch Credit Union,Electronic,Yes,29,Yes,Yes,,,Yes,,
12140,11/9/2017,The Village Bank,Electronic,,2,,,,Yes,,,
12144,11/10/2017,City of Holly Springs,Electronic,Yes,1,,,Yes,,,,
12145,11/10/2017,Norwood Hospital,Paper,,1,Yes,,,,Yes,,
12146,11/10/2017,Sterling Services,Electronic,Yes,9,,,Yes,,,,
12147,11/13/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,82,,,,Yes,,,
12148,11/13/2017,Scott & Guilfoyle CPAs LLP,Electronic,,2,Yes,,Yes,,Yes,,
12142,11/13/2017,HNI Corporation,Electronic,,1,Yes,,,,Yes,,
12143,11/13/2017,"American Express Travel RelatedServices Company, Inc. and/or itsAffiliates (""AXP"")",Electronic,,68,,,,Yes,,,
12149,11/14/2017,Savers Bank,Electronic,,1,,,,Yes,,,
12150,11/14/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,7,,,,Yes,,,
12151,11/14/2017,ABM Industries Incorporated,Electronic,,622,Yes,,Yes,,Yes,,
12152,11/15/2017,"Beth Israel Deaconess Hospital-Needham",Paper,Yes,17,,Yes,,,Yes,,
12153,11/15/2017,Tip Tap Room,Electronic,Yes,12,,,,Yes,,,
12154,11/15/2017,"First Citizens' Federal CreditUnion",Electronic,Yes,86,,,,Yes,,,
12155,11/15/2017,Ridge Federal Credit Union,Electronic,Yes,33,Yes,Yes,,,Yes,,
12156,11/16/2017,SallieMae,Electronic,Yes,13,,Yes,,,Yes,,
12157,11/16/2017,Bay State Savings Bank,Electronic,,68,,,,Yes,,,
12158,11/16/2017,St. Mary's Credit Union,Electronic,,1,Yes,Yes,,,,,
12159,11/16/2017,Southcoast Health,Electronic,Yes,1,Yes,,,,Yes,,
12161,11/17/2017,Santander Bank,Paper,Yes,1,,Yes,,,,,
12162,11/17/2017,Santander Bank,Paper,,2,,Yes,,,Yes,,
12163,11/17/2017,Santander Bank,Paper,Yes,1,Yes,,Yes,,Yes,,
12168,11/17/2017,"The North Shore Physician'sGroup",Paper,Yes,1,,,,,Yes,,
12169,11/17/2017,Salem Five,Electronic,,1,,,,Yes,,,
12170,11/20/2017,Schachter Harris LLP,Electronic,Yes,13,Yes,Yes,Yes,,,,
12171,11/20/2017,"Roman Catholic Archdiocese ofBoston",Paper,Yes,35,Yes,Yes,,,Yes,,
12172,11/20/2017,The Whitehall Hotel,Electronic,,9,,,,Yes,,,
12173,11/20/2017,Academy of Art University,Electronic,Yes,1,Yes,,,,Yes,,
12174,11/20/2017,Brigham and Women's Hospital,Electronic,Yes,2,,,,,Yes,,
12175,11/20/2017,Baylor College of Medicine,Electronic,,93,Yes,,,,Yes,,
12164,11/20/2017,"Webster Five Cents SavingsBank",Electronic,,112,,,,Yes,,,
12165,11/20/2017,"American Express Travel RelatedServices Company Inc",Electronic,,211,,,,Yes,,,
12166,11/20/2017,Citizen's Financial Group,Electronic,Yes,1,,,,Yes,,,
12167,11/20/2017,LPL Financial LLC,Paper,,1,,Yes,,,Yes,,
12176,11/21/2017,Discover,Electronic,Yes,834,Yes,,,,Yes,,
12177,11/21/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12178,11/21/2017,Winchester Bank,Electronic,,7,,,,Yes,,,
12179,11/21/2017,"USA Hoist Company, Inc. Mid-American Elevator Company,Inc.& Mid-American ElevatorEquipment Co. Inc",Electronic,Yes,3,Yes,Yes,,,,,
12180,11/22/2017,Crate & Barrel,Paper,Yes,5,,,,Yes,,,
12181,11/22/2017,Securian Financial Group,Paper,Yes,2,Yes,Yes,,,Yes,,
12183,11/22/2017,Crate & Barrel,Paper,Yes,5,,,,Yes,,,
12184,11/24/2017,Main Street Bank,Electronic,,3,,,,Yes,,,
12185,11/27/2017,The Asgard,Electronic,,0,,,,Yes,,,
12186,11/27/2017,"Bulletproof 360, Inc.",Electronic,Yes,785,,,,Yes,,,
12187,11/27/2017,JRK Hotel Group,Electronic,,74,,,,Yes,,,
12188,11/28/2017,"Uber Technologies, Inc.",Electronic,Yes,24149,,,Yes,,Yes,,
12189,11/28/2017,"Northeast Rehabilitation HospitalNetwork",Paper,Yes,1,,,,,,,
12190,11/28/2017,Roger Williams Medical Center,Paper,Yes,3,Yes,,,,Yes,,
12191,11/28/2017,"Pulmonary Specialists ofLouisville, PSC",Electronic,Yes,1,Yes,,,,,,
12192,11/28/2017,Randolph Savings Bank,Electronic,Yes,223,,Yes,,,Yes,,
12193,11/29/2017,"Lincoln National Life InsuranceCompany",Electronic,Yes,14,Yes,,,,Yes,,
12194,11/29/2017,"Combat Brands, LLC",Electronic,Yes,412,,,,Yes,,,
12195,11/29/2017,YMCA of Central Florida,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
12196,11/30/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,17,,,,Yes,,,
12197,11/30/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,11606,,,,Yes,,,
12301,11/30/2017,Pilgrim Bank,Electronic,,426,,,,Yes,,,
12198,12/1/2017,"CCRM Minneaplois, P.C.",Electronic,,2,Yes,,Yes,,Yes,,
12199,12/1/2017,"Property Management BusinessSolutions, LLC",Electronic,,1,Yes,,,,Yes,,
12200,12/1/2017,"Teach For America, Inc.",Electronic,Yes,1,Yes,,,,,,
12201,12/1/2017,"The Variable Annuity LifeInsurance Company",Paper,Yes,1,,,,,,,
12202,12/1/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
12203,12/1/2017,JAM Paper & Envelope,Electronic,Yes,949,,,,Yes,,,
12204,12/4/2017,"IdeaStream Consumer ProductsLLC",Electronic,,17,,,,Yes,Yes,,
12205,12/4/2017,This Works Products Ltd.,Electronic,Yes,8,,,,Yes,,,
12206,12/4/2017,Winchester Savings Bank,Electronic,Yes,3,,,,Yes,Yes,,
12207,12/4/2017,"Hayden, Narey & Persich",Electronic,Yes,3,Yes,Yes,,,Yes,,
12208,12/4/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,1,,,,Yes,,,
12209,12/4/2017,Watertown Savings Bank,Electronic,,6,,,,Yes,,,
12210,12/5/2017,Aqua-Aston Hospitality LLC,Electronic,,3,,,,Yes,Yes,,
12211,12/5/2017,"Grass Advantage LLC dbaAmazing Grass",Electronic,Yes,37,,,,Yes,Yes,,
12212,12/5/2017,Bank of America,Electronic,Yes,2,Yes,Yes,,,,,
12217,12/5/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,1,,,,Yes,,,
12218,12/6/2017,The Village Bank,Electronic,,4,,,,Yes,,,
12219,12/6/2017,The Horton Group Inc.,Electronic,Yes,2,,,Yes,,Yes,,
12213,12/6/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12214,12/6/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12215,12/6/2017,Rockland Trust Company,Paper,Yes,1,Yes,Yes,,,Yes,,
12216,12/6/2017,The Village Bank,Electronic,,4,,,,Yes,,,
12220,12/7/2017,"Massachusetts Educational:Financing Authority",Electronic,,1,,Yes,,,Yes,,
12221,12/7/2017,Golden Rule Insurance Company,Electronic,,16,Yes,Yes,,Yes,Yes,,
12222,12/7/2017,"Bennington-Rutland SupervisoryUnion",Electronic,Yes,17,Yes,,Yes,,Yes,,
12224,12/7/2017,Columbus Surgery Center LLC,Electronic,Yes,1,,,,,,,
12225,12/7/2017,Eye Physicians PC,Electronic,,1,,,,,,,
12226,12/8/2017,Monson Savings Bank,Electronic,,1,,Yes,,,,,
12227,12/8/2017,Eastern Bank,Electronic,,70,,,,Yes,,,
12228,12/8/2017,Fidelity Investments,Paper,Yes,2,,Yes,,,,,
12229,12/8/2017,WEI Mortgage LLC,Electronic,Yes,432,Yes,Yes,,,Yes,,
12223,12/8/2017,"University of California SantaCruz",Electronic,Yes,5,Yes,,,,Yes,,
12246,12/11/2017,Quantel Inc.,Paper,Yes,2,Yes,Yes,,,Yes,,
12247,12/11/2017,"Snell Advanced Media, Ltd.",Paper,Yes,2,Yes,Yes,,,Yes,,
12234,12/11/2017,Savers Bank,Electronic,,2,,,,Yes,,,
12235,12/11/2017,Savers Bank,Electronic,,1,,,,Yes,,,
12236,12/11/2017,Belmont Savings Bank,Electronic,,2381,,,,,,,
12230,12/11/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
12231,12/11/2017,"The Leona M. and Harry B.Helmsley Charitable Trust",Electronic,Yes,1,Yes,,Yes,,Yes,,
12232,12/11/2017,"Capital One, National Association",Electronic,Yes,1,,Yes,,,Yes,,
12243,12/11/2017,Pilgrim Bank,Electronic,,4,,,,Yes,,,
12244,12/11/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12237,12/12/2017,Aetna,Electronic,Yes,1,Yes,,,,,,
12238,12/12/2017,"Wells Fargo Bank, NA",Electronic,Yes,8,Yes,Yes,,,Yes,,
12239,12/12/2017,John Hancock Life Insurance,Electronic,Yes,1,,Yes,,,Yes,,
12240,12/12/2017,U-Haul Co. of California,Electronic,Yes,1,,,Yes,Yes,,,
12242,12/13/2017,"Webster Five Cents SavingsBank",Electronic,Yes,50,,,,Yes,,,
12248,12/13/2017,Umass Memorial,Paper,Yes,1,Yes,,,,Yes,,
12249,12/13/2017,Shamrock Financial Corporation,Electronic,,310,Yes,Yes,,,Yes,,
12250,12/13/2017,"American Express Travel RelatedServices Company Inc",Electronic,,1,,,,Yes,,,
12245,12/13/2017,IH Missisippi Valley Credit Union,Electronic,Yes,1,Yes,Yes,,,Yes,,
12252,12/14/2017,Securian Financial Group,Paper,,2,,Yes,,,,,
12275,12/14/2017,Tremco Inc.,Electronic,,1,Yes,,,,Yes,,
12258,12/14/2017,"The Massachusetts SecuritiesDivision",Electronic,Yes,,,Yes,,,,,
12259,12/15/2017,Charles Schwab,Paper,Yes,1,,Yes,,,,,
12260,12/15/2017,Charles Schwab,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
12253,12/15/2017,Winchester Savings Bank,Electronic,,8,,,,Yes,,,
12254,12/15/2017,"KeyBank N.A,",Electronic,Yes,3,,Yes,,,Yes,,
12251,12/15/2017,New Penn Financial LLC,Electronic,Yes,2,Yes,,Yes,,Yes,,
12255,12/18/2017,Charles Schwab,Electronic,Yes,2,,Yes,,,,,
12256,12/18/2017,Charles Schwab,Paper,Yes,2,,Yes,,,,,
12257,12/18/2017,Seterus Inc.,Paper,Yes,13,,Yes,,,Yes,,
12261,12/18/2017,Technium,Electronic,Yes,14,Yes,,,,,,
12262,12/18/2017,"Connecticut Players Foundation,Inc. dba Long Wharf Theatre",Electronic,Yes,5,Yes,Yes,,,Yes,,
12263,12/18/2017,Michael Saunders & Company,Electronic,Yes,15,Yes,Yes,Yes,,Yes,,
12265,12/18/2017,"The Commonwealth of MA Dept.of Revenue",Paper,Yes,1,Yes,,,,,,
12266,12/18/2017,"Amedistaff, LLC dba The RightSolutions",Electronic,Yes,1,,,,,Yes,,
12267,12/19/2017,Dunn & Bradstreet,Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
12268,12/19/2017,"The Board of Pensions of thePresbyterian Church (USA)",Electronic,Yes,3,Yes,Yes,,,Yes,,
12269,12/20/2017,"Bio-Medical Applications of MA,Inc.",Electronic,Yes,14,Yes,,,,Yes,,
12270,12/20/2017,"Transocean Offshore DeepwaterDrilling Inc",Electronic,Yes,1,Yes,Yes,,,Yes,,
12271,12/20/2017,Discover,Electronic,,314,,,,Yes,,,
12272,12/20/2017,The Valerie Fund,Electronic,Yes,8,Yes,,,,Yes,,
12273,12/21/2017,Veyna & Forschino,Electronic,Yes,4,Yes,Yes,,,Yes,,
12274,12/21/2017,Celgene,Electronic,Yes,1,Yes,Yes,,,Yes,,
12276,12/21/2017,"Massachusetts Institute ofTechnology",Electronic,,10,Yes,,,,,,
12277,12/21/2017,Ameresco Inc.,Electronic,Yes,3,Yes,,,,Yes,,
12278,12/22/2017,Winchester Savings Bank,Electronic,,5,,,,Yes,,,
12279,12/22/2017,St. Mary's Credit Union,Electronic,,4,,Yes,,Yes,,,
12286,12/22/2017,Tio Networks,Electronic,Yes,5279,Yes,Yes,Yes,Yes,Yes,,
12280,12/26/2017,Medical Teams International,Electronic,Yes,1,Yes,,Yes,,Yes,,
12281,12/26/2017,The Village Bank,Electronic,,3,,,,Yes,,,
12282,12/26/2017,Bed Bath & Beyond Inc.,Paper,Yes,6,,,,Yes,Yes,,
12283,12/26/2017,Chubb,Paper,,5,,Yes,,,,,
12295,12/27/2017,"Guaranteed Rate, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
12291,12/27/2017,Bank of America,Electronic,Yes,1,Yes,Yes,,,Yes,,
12292,12/27/2017,Massachusetts General Hospital,Paper,Yes,3,,,,,,,
12287,12/27/2017,Citi,Paper,,1,,,,Yes,,,
12284,12/28/2017,NextGen Global Resources,Electronic,,2,Yes,,,,Yes,,
12285,12/28/2017,St. Mary's Credit Union,Electronic,Yes,7,,Yes,,,,,
12293,12/28/2017,Chubb,Paper,,5,,Yes,,,Yes,,
12289,12/28/2017,The Village Bank,Electronic,,5,,,,Yes,,,
12290,12/28/2017,Forever 21 Inc.,Electronic,,,,,,Yes,,,
12296,12/29/2017,"Sunshine Lady HumanitarianGrants Program Inc d/b/a LettersFoundation",Paper,Yes,4,Yes,,,,Yes,,
12297,12/29/2017,Salem & Green,Electronic,Yes,1,Yes,,,,Yes,,
12298,12/29/2017,James P. Rinaldi. CPA,Electronic,Yes,13,Yes,,,,Yes,,
12299,12/29/2017,Winchester Savings Bank,Electronic,Yes,4,,,,Yes,,,
12300,12/29/2017,SSM Health,Electronic,Yes,1,Yes,,,,Yes,,
12302,12/29/2017,J.G. Edelen Co.,,Yes,2,Yes,Yes,Yes,Yes,Yes,,
