"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
13931,11/19/2018,"Loeb Enterprises II, LLC",Electronic,Yes,34,Yes,Yes,Yes,,Yes,,
13932,11/19/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13933,11/19/2018,Edward Jones,Electronic,Yes,4,Yes,,,,,,
13934,11/19/2018,Francesca's Services Corporation,Electronic,,3310,,,,,,,
13935,11/19/2018,Restore Rehabilitation Inc,Electronic,,1,Yes,,,,Yes,,
13924,11/19/2018,Cincinnati Reds,Electronic,Yes,5,Yes,,,,Yes,,
13925,11/19/2018,Discover Financial Services,Electronic,,3250,,,,Yes,,,
13936,11/20/2018,"American Express Travel Related
Services Company Inc",Electronic,,20,,,,Yes,,,
13937,11/20/2018,"American Express Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13938,11/20/2018,"American Express Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13939,11/20/2018,"American Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13940,11/20/2018,Steward Medical Group,Paper,Yes,3,Yes,,,,Yes,,
13941,11/20/2018,"Northwestern Mutual Life
Insurance Company",Electronic,,2,Yes,Yes,,,Yes,,
13942,11/20/2018,Lundberg Family Farms,Electronic,,4,Yes,Yes,,,Yes,,
13943,11/20/2018,"El Centro Regional Medical
Center",Electronic,,1,Yes,,,,Yes,,
13944,11/20/2018,"New York Oncology Hematology
PC",Electronic,,507,Yes,,Yes,,Yes,,
13945,11/20/2018,Knob Deco,Electronic,,3,,,,Yes,Yes,,
13946,11/20/2018,CHD,Paper,Yes,1,,,,,,,
13947,11/20/2018,R.R. Bowker LLC,Electronic,,423,,,,Yes,,,
13948,11/21/2018,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
13949,11/21/2018,"Richard C. Malesich & Associates
LLC",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
13950,11/21/2018,Cambridge Savings Bank,Electronic,Yes,3,,Yes,,,Yes,,
13951,11/21/2018,"Webster Five Cents Savings
Bank",Electronic,Yes,306,,,,Yes,,,
13954,11/21/2018,Bank of Vernon,Electronic,Yes,5,Yes,,,,Yes,,
13955,11/21/2018,"American Express Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13956,11/21/2018,British Airways PLC,Electronic,,2411,,,,Yes,,,
13957,11/23/2018,Chamberlain Group Inc.,Electronic,Yes,8,,,,Yes,Yes,,
13958,11/26/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13959,11/26/2018,Northeastern University,Electronic,Yes,1,Yes,,,,,,
13960,11/26/2018,"Independence Community
College",Electronic,Yes,1,Yes,,Yes,,Yes,,
13961,11/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13962,11/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13963,11/26/2018,Prosper Marketplace Inc,Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
13964,11/26/2018,"Baylor Scott & White Medical
Center-Frisco",Electronic,,13,,Yes,,Yes,Yes,,
13965,11/26/2018,Medtronic Minimed,Paper,Yes,80,Yes,,,Yes,Yes,,
13952,11/26/2018,Capital One,Electronic,Yes,46,Yes,,,,Yes,,
13953,11/26/2018,"B.T.C.E., Inc. d/b/a
HomeBrewIt.com",Electronic,,10,,,,Yes,,,
13969,11/26/2018,"Thesy, LLC",Electronic,,5859,,,,Yes,Yes,,
13971,11/27/2018,"HSBC Bank USA, National
Association",Electronic,Yes,14,,Yes,,,Yes,,
13966,11/27/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13967,11/27/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13968,11/27/2018,Atrium Health,Electronic,Yes,257,Yes,,,,Yes,,
13972,11/28/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,Yes,,
13973,11/28/2018,SHG Planning Inc,Electronic,,11,Yes,Yes,,,Yes,,
13974,11/28/2018,Synchrony Bank,Electronic,,194,,,,Yes,Yes,,
13975,11/28/2018,Main Street Bank,Electronic,,3,,,,Yes,,,
13976,11/28/2018,Imprivata Inc,Electronic,,78,Yes,,,,Yes,,
13977,11/28/2018,Dunkin' Brands Inc,Electronic,,18304,,Yes,,,Yes,,
13978,11/28/2018,Rockland Trust,Paper,,1,,Yes,,,Yes,,
13979,11/28/2018,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
13980,11/29/2018,"Franciscan University Of
Steubenville",Electronic,,28,Yes,,,,Yes,,
13981,11/29/2018,Maddison & Caison LLP,Electronic,,2,Yes,Yes,,,Yes,,
13982,11/29/2018,"Viyet, LLC dba Sotheby's Home",Electronic,Yes,199,,,,,Yes,,
13983,11/29/2018,Equity Concepts LLC,Electronic,Yes,8,Yes,,Yes,,Yes,,
13984,11/30/2018,"Marriott International, Inc.",Electronic,Yes,,,,,Yes,Yes,,
13985,11/30/2018,"1873349 Ontario Inc.
/www.1800Flowers.ca",Electronic,Yes,523,,,,Yes,,,
13986,11/30/2018,"Rosenberg & Manente, PLLC",Electronic,Yes,38,Yes,,,,Yes,,
13987,11/30/2018,"American General Life Insurance
Co",Paper,Yes,1,,Yes,,,Yes,,
13988,11/30/2018,Pentegra Services Inc.,Electronic,Yes,9,Yes,,,,Yes,,
13989,11/30/2018,The Village Bank,Electronic,,4,,,,Yes,,,
13990,11/30/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13991,12/3/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13992,12/3/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13993,12/3/2018,Eastern Bank,Electronic,,242,,,,Yes,,,
13994,12/3/2018,Massachusetts General Hospital,Paper,,1,,,,,,,
13995,12/3/2018,"Saltmarsh Cleaveland & Gund,
PA",Electronic,,2,Yes,,,,Yes,,
13996,12/3/2018,The Tax Specialists Inc.,Electronic,Yes,7,Yes,Yes,,,Yes,,
13997,12/3/2018,Belmont Instrument LLC,Electronic,Yes,60,Yes,,Yes,Yes,Yes,,
13999,12/3/2018,Santander Consumer USA,Paper,Yes,19,,Yes,,,Yes,,
14000,12/3/2018,Citibank NA,Electronic,,1,,Yes,,,Yes,,
14001,12/4/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
14002,12/4/2018,Asurint,Electronic,,1,,,Yes,,Yes,,
14003,12/4/2018,Androscoggin Bank,Electronic,,2,,Yes,,,Yes,,
14004,12/4/2018,Ives Group Inc,Both,Yes,30,Yes,Yes,,,,,
14005,12/5/2018,Merrimack Valley Credit Union,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
14006,12/5/2018,Royal Caribbean Cruises Ltd,Electronic,Yes,20,Yes,,,,Yes,,
14066,12/5/2018,"South Blount County Utility
District",Electronic,Yes,2,,Yes,,,,,
14007,12/6/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
14008,12/6/2018,Putnam Investments,Electronic,,1,Yes,,,,,,
14009,12/6/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
14011,12/6/2018,Uber Technologies Inc,Electronic,,1,,,,Yes,Yes,,
14012,12/6/2018,"Harley-Davidson Motor Company
Inc",Electronic,Yes,10,Yes,,,,Yes,,
14013,12/6/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14014,12/6/2018,"Massachusetts College of Art &
Design",Paper,,125,Yes,,,,Yes,,
14015,12/6/2018,Fort Point Capital Partners LLC,Electronic,,2,,Yes,,,Yes,,
14016,12/7/2018,Dedham Savings,Electronic,,2,,,,Yes,Yes,,
14017,12/7/2018,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
14018,12/7/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14019,12/7/2018,"Adopt a Highway Maintenance
Corporation",Paper,Yes,28,,Yes,,Yes,,,
14020,12/10/2018,"New Life Counseling & Wellness
Center Inc.",Paper,,12,Yes,,,,Yes,,
14021,12/10/2018,The Village Bank,Electronic,,1,,,,Yes,,,
14022,12/10/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14023,12/10/2018,"Morgan Stanley Smith Barney
LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,
14024,12/10/2018,Frontier Wealth Management LLC,Electronic,Yes,27,Yes,Yes,,,Yes,,
14025,12/10/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
14026,12/10/2018,Backcountry Edge,Electronic,,25,,,,Yes,Yes,,
14027,12/10/2018,East End Disability Associates Inc,Electronic,Yes,1,Yes,,Yes,,,,
14028,12/10/2018,Instinet LLC,Electronic,,1,Yes,,,,Yes,,
14029,12/11/2018,Farmer Bros. Co.,Electronic,,5,Yes,Yes,Yes,Yes,Yes,,
14031,12/11/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14032,12/11/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14033,12/11/2018,Capital One,Electronic,Yes,28,,Yes,,,,,
14034,12/12/2018,"Selective Insurance Company of
America",Electronic,Yes,13,,,Yes,,Yes,,
14035,12/12/2018,"American Express Travel Related
Services Company Inc.",Electronic,,41,,,,Yes,,,
14036,12/12/2018,Health Imperatives Inc,Paper,,8,Yes,,,,Yes,,
14037,12/12/2018,Five Guys Holdings Inc.,Electronic,,38,Yes,,,,Yes,,
14038,12/12/2018,Ronin Gallery LLC,Electronic,,13,,,,Yes,,,
14039,12/12/2018,COR Cleaning,Electronic,Yes,8,Yes,Yes,Yes,,Yes,,
14040,12/13/2018,Okabena Company,Electronic,,8,,,,,Yes,,
14041,12/13/2018,The Appelt Company,Electronic,Yes,1,,Yes,,,,,
14043,12/13/2018,Senior Lifestyle Corporation,Electronic,Yes,1,Yes,,,,,,
14044,12/14/2018,"American Express Travel Related
Company Inc.",Electronic,,2,Yes,,,Yes,Yes,,
14045,12/14/2018,"American Express Travel Related
Services Company Inc",Electronic,,13,,,,Yes,,,
14046,12/14/2018,Beecher Carlson,Electronic,,4,,,Yes,,Yes,,
14047,12/14/2018,"International Automotive
Oversight Bureau",Electronic,,1,,,Yes,,Yes,,
14048,12/14/2018,Luzerne Bank,Electronic,,4,Yes,,,,Yes,,
14049,12/14/2018,4 Ever Life Insurance,Electronic,Yes,5,Yes,,,,Yes,,
14050,12/14/2018,BCS Financial Corporation,Electronic,Yes,1,,Yes,,,Yes,,
14052,12/14/2018,"MUFG Union Bank, NA",Electronic,Yes,1,,Yes,,,Yes,,
14058,12/14/2018,"Sunquest Information Systems
Inc",Electronic,Yes,26,Yes,Yes,,,Yes,,
14059,12/14/2018,Intuit,Electronic,,2,Yes,Yes,Yes,,Yes,,
14042,12/14/2018,Robert Graham Designs LLC,Electronic,,23,,,,Yes,Yes,,
14060,12/17/2018,South Shore Hearing Center,Electronic,Yes,,,,,,,,
14061,12/17/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14062,12/17/2018,Dr. Ben Lynch LLC,Electronic,Yes,4,,,,Yes,,,
14063,12/17/2018,"University of Vermont Health
Network-Elizabethtown
Community Hospital",Electronic,Yes,220,Yes,Yes,Yes,Yes,Yes,,
14067,12/17/2018,NFM Lending,Electronic,Yes,249,,,,,Yes,,
14068,12/17/2018,"Town of Warren Board of
Selectmen",Electronic,Yes,6,Yes,,Yes,,,,
14053,12/17/2018,The Village Bank,Electronic,,1,,,,Yes,,,
14054,12/17/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14055,12/17/2018,"American Express Travel Related
Services Company Inc",Electronic,,62,,,,Yes,,,
14056,12/17/2018,"Metropolitan Life Insurance
Company",Electronic,Yes,1,Yes,,,,Yes,,
14073,12/17/2018,Savers Bank,Electronic,,1,,Yes,,Yes,Yes,,
14069,12/18/2018,Symantec Corporation,Electronic,,2,,,,,Yes,,
14070,12/18/2018,"Harvard University Office of the
General Counsel",Electronic,,36,Yes,Yes,,Yes,Yes,,
14064,12/18/2018,Exude Inc,Electronic,,16,Yes,,,,Yes,,
14065,12/19/2018,"LenderLive Network, LLC",Electronic,Yes,49,Yes,Yes,,,,,
14071,12/19/2018,GoldSilver LLC,Electronic,Yes,60,Yes,Yes,,,Yes,,
14072,12/19/2018,Main Street,Electronic,,1,,,,Yes,Yes,,
14074,12/19/2018,U.S. Facilities,Electronic,,2,Yes,,,,Yes,,
14075,12/19/2018,"Pietch Sales Company, LLC dba
ValuePetSupplies.com",Electronic,Yes,327,,,,Yes,Yes,,
14080,12/19/2018,Ameriprise Financial Inc,Electronic,Yes,58,,Yes,,,Yes,,
14081,12/19/2018,Springstone Financial,Electronic,Yes,146,Yes,Yes,Yes,,Yes,,
14082,12/19/2018,M&T Bank,Electronic,Yes,1,Yes,,,,Yes,,
14083,12/20/2018,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
14084,12/20/2018,Unum Group,Electronic,Yes,1,Yes,,,,Yes,,
14085,12/20/2018,"American Express Travel Related
Services Company Inc",Electronic,,2,,,,Yes,Yes,,
14086,12/20/2018,"American Express Travel Related
Services Company Inc",Electronic,,4,,,,Yes,,,
14087,12/20/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
14096,12/20/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14097,12/20/2018,W & H Systems Inc,Electronic,Yes,4,Yes,,,,Yes,,
14098,12/20/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
14099,12/20/2018,Rockland Trust Company,Paper,Yes,3,,Yes,,,Yes,,
14100,12/20/2018,Beverages & More Inc,Electronic,Yes,33,,,,Yes,,,
14101,12/20/2018,Mass Audubon,Electronic,,6,,,Yes,,,,
14102,12/20/2018,Kestra Investment Services LLC,Electronic,,432,Yes,Yes,,,Yes,,
14103,12/20/2018,Acquis Consulting Group LLC,Electronic,Yes,11,Yes,,Yes,,Yes,,
14076,12/20/2018,D.A. Davidson,Electronic,,9,,Yes,,,Yes,,
14077,12/20/2018,"Teall Acquisitions, LLC, on behalf
of its subsidiary Riddle & Bloom
(formerly Fluent)",Electronic,,1,Yes,,,,Yes,,
14078,12/20/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
14079,12/20/2018,"Charles Schwab & Co., Inc.",Paper,,1,,Yes,,,,,
14104,12/21/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
14105,12/21/2018,Huntington Investment Company,Electronic,Yes,1,,Yes,,,Yes,,
14106,12/21/2018,"The Cape Cod Five Cents
Savings Bank",Electronic,Yes,1,,Yes,,,,,
14107,12/21/2018,"Alliant Insurance Services, Inc.",Electronic,Yes,1,,,Yes,,,,
14108,12/21/2018,"PeopleAdmin, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
14109,12/21/2018,"Perspective Advisors, LLC",Electronic,Yes,4,,Yes,,,,,
14088,12/21/2018,"Benchmade Knife Co., Inc.",Electronic,Yes,57,,,,Yes,,,
14089,12/21/2018,"Caribou Coffee Company, Inc.;
Bruegger's Enterprises, Inc.",Electronic,Yes,,,,,Yes,,,
14090,12/21/2018,Skillsoft Corporation,Electronic,,56,Yes,,,,Yes,,
14091,12/21/2018,On Trac Financial Corporation,Electronic,Yes,1,Yes,,,,Yes,,
14092,12/21/2018,Capitol Law Group,Electronic,Yes,1,Yes,,,,Yes,,
14118,12/21/2018,Winchester Savings Bank,Electronic,Yes,3,Yes,,,Yes,,,
14093,12/22/2018,FCP,Electronic,Yes,8,Yes,Yes,,,Yes,,
14094,12/24/2018,"RoundPoint Mortgage Servicing
Corporation",Electronic,,1,,Yes,,,,,
14110,12/24/2018,"Prudential Insurance Company of
America",Electronic,Yes,3,Yes,,,,Yes,,
14111,12/26/2018,"Apella Capital, LLC",Electronic,Yes,1,,,,,,,
14113,12/26/2018,Savers Bank,Electronic,,16,,,,Yes,,,
14114,12/26/2018,Eastern Bank,Electronic,,31,,,,Yes,,,
14115,12/26/2018,Pilgrim Bank,Electronic,,30,,,,Yes,,,
14116,12/26/2018,"Beth Israel Deaconess Care
Organization",Electronic,Yes,1,Yes,,,,Yes,,
14117,12/26/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
14119,12/26/2018,Eagle Bank,Electronic,,45,,,,Yes,,,
14120,12/26/2018,4A's Benefits,Electronic,Yes,84,Yes,,,,Yes,,
14121,12/26/2018,BEL USA LLC,Electronic,Yes,1762,,,,Yes,Yes,,
14122,12/27/2018,Harrington Hospital,Electronic,Yes,1,Yes,,Yes,,Yes,,
14123,12/27/2018,Mortgage Network Inc,Paper,,1,Yes,Yes,,Yes,,,
14124,12/27/2018,Bank of America,Electronic,,1,,Yes,,,Yes,,
14125,12/27/2018,"MJ Insurance, Inc.",Paper,Yes,24,Yes,,Yes,,Yes,,
14127,12/28/2018,Wolverine Solutions Group,Electronic,Yes,286,Yes,,,,Yes,,
14132,12/28/2018,"zumBrunnen, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
14137,12/28/2018,Westminster College,Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
14138,12/28/2018,Rockland Trust Company,Electronic,Yes,1,,Yes,,Yes,Yes,,
14139,12/28/2018,Dental Center of Northwest Ohio,Electronic,,3,Yes,Yes,Yes,,,,
14140,12/28/2018,"Debany Financial Group, LLC",Electronic,,1,Yes,,,,Yes,,
14129,12/28/2018,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
14130,12/28/2018,Firstmark Services,Electronic,,1,,Yes,,,Yes,,
14131,12/31/2018,The Village Bank,Electronic,,453,,,,Yes,,,
14133,12/31/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14134,12/31/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
14135,12/31/2018,Mutual One Bank,Electronic,,29,,,,Yes,,,
14136,12/31/2018,Main Street Bank,Electronic,,50,,,,Yes,,,
14128,12/31/2018,"Caterpillar, Inc.",Paper,,1,,Yes,,,,,
14126,12/31/2018,"Aimbridge Hospitality Holdings
LLC",Electronic,Yes,938,Yes,Yes,Yes,,Yes,,
13583,12/31/2018,Blauer Manufacturing Company,Electronic,Yes,27,,,,Yes,Yes,,
13424,12/31/2018,Bank of America,Electronic,Yes,2,Yes,,,,Yes,,
